,Component 0,Component 1,clusters,year,abs_clean,country_code
560,-63.440212,-8.889949,2,2012,"Disclosed is a shift register for outputting a received starting voltage after delaying the received starting voltage and for simultaneously outputting an inverse voltage of the delayed starting voltage. The shift register comprises: a voltage shift module (21), for outputting a voltage in a direction being the same as the starting voltage from a second output port under control of a second starting voltage signal; a voltage inverse module (22), for outputting a voltage in a direction being inverse to the starting voltage from a first output port under control of the voltage output by the voltage shift module; and for outputting the voltage in the direction being the same as the starting voltage from the first output port under control of a first starting voltage signal or a third starting voltage signal; an additional voltage module (23), for outputting the voltage in the direction being inverse to the starting voltage from the second output port under control of the voltage output by the voltage inverse module; and a voltage shift control module (24), for controlling switch-off of the voltage shift module under control of the third starting voltage signal. Further disclosed are a display device using the shift register and a corresponding method.",WO
561,-34.402634,-15.520911,2,1996,"The invention concerns a switching device with an arrangement for controlling the movability of a plug-in circuit-breaker (2) relative to a plug-in frame (8) in an operating position (BS), test position (TE) and a disconnect position (TR). The switching device further comprises a closure member (32) which prevents the plug-in circuit breaker (2) from being able to move. By means of a position-detecting plate (11), the locking arrangement (10) releases the actuation shaft (31) via the closure member (32) when the plug-in circuit-breaker (2) is in the disconnect position (TR). Switching devices of this type are used in low-voltage circuit-breaker arrangements.",WO
562,-40.2089,30.242714,7,2015,"A mobile communication terminal has a controller (460) and a touch display (430). The touch display is arranged to display at least a first graphical object (254a) and a second graphical object (254b), receive a touch, and determine a touch position (256) and a touch duration (257) for the touch. The controller (460) is configured to receive the touch position (256) and the touch duration (257), determine a graphical object (254a, 254b), among the first graphical object (254a) and the second graphical object (254b), corresponding to the touch position (256), determine if the touch duration (257) exceeds a reference time threshold (T ref ), and if so, generate a click event (260) for the corresponding graphical object (254). The first graphical object (254a) is associated with a first time threshold (T 1 ), and the second graphical object (254b) is associated with a second time threshold (T 2 ). The first time threshold (T 1 ) is different from the second time threshold (T 2 ). The controller (460) is further configured to retrieve the first time threshold (T 1 ) if the corresponding graphical object is the first graphical object (254a) and use the first time threshold (T 1 ) as the reference time threshold (T ref ), and retrieve the second time threshold (T 2 ) if the corresponding graphical object is the second graphical object (254b) and use the second time threshold (T 2 ) as the reference time threshold (T ref ). The first time threshold (T 1 ) is either higher or lower than said second time threshold (T 2 ) depending on one or more of the following: a size, shape or/and color of the corresponding graphical object (254a, 254b), a distance from the corresponding graphical object (254a) to a neighboring graphical object (254b), a relative location of the corresponding graphical object (254a, 254b) in a touch area of the touch display (430), and a level of the corresponding graphical object (854a, 854b/c, 854d/e) in a menu hierarchy.",WO
563,-39.337093,28.635368,7,2014,"IP-based monitor camera systems are being used to accomplish savings in labor in operating railway vehicles, such as passenger-carrying vehicles, and to confirm safety at multiple doors thereof. Provided are a monitoring system and a monitoring method wherein a train driver or a train crew can use a monitor mounted in a front or rear vehicle or the like to visually confirm the movements of passengers as a whole as the doors of a passenger-carrying vehicle open and close , whereby the operation of the passenger-carrying vehicle can be more safely and efficiently performed. Additionally, in a case where a train of passenger-carrying vehicles is formed, when the areas of the trimming frames of images captured by monitor cameras are set for displaying the images on a monitor screen, the areas of the trimming frames of the monitor cameras are automatically read and set, whereby the trimming frames can be set for the train of vehicles quickly, readily and reliably.",WO
564,-58.103283,27.007977,7,2003,"The invention relates to a device for monitoring a lift area by means of a 3D semiconductor sensor (79) for acquiring three-dimensional image information. Said semiconductor sensor (79) comprises a light source which is mounted in such a way that the lift area to be monitored is located in the region illuminated by the light source, a sensor group which is mounted in such a way that it receives reflected light, and a processing chip for converting the electrical signals into image information. Said device is also provided with a processing unit (80) which is connected to the semiconductor sensor (79) in order to supply three-dimensional image information. Said processing unit (80) processes the image information in order to obtain state information which represents the state of the lift area to be monitored.",WO
565,-33.946095,28.691395,2,2013,"Method and system are provided for predictive point-in-time copy for storage systems. The method may include: recording a frequency of writes to an area of a storage volume; and prioritising areas for having point-in-time copies carried out based on the write frequency to an area, wherein areas in the storage volume having a high write frequency are prioritised before areas with a lower write frequency. An area may be of a coarser granularity than a region tracked for the point-in-time copy. The method may include: recording the frequency of writes to an area in a given period; and prioritising areas by their frequency of writes in the given period immediately prior to the point-in-time copy.",WO
566,-23.370535,32.100708,5,2002,"A system (20) and method is directed at providing collision-free transmission of packets into a channel, such that: an upper bound can be enforced for the time elapsed between two consecutive time slots assigned to the same node; no collision-avoidance handshake is required for each packet transmission, and no pre-assignment of transmission times (slots), or channels, or codes are required. Time is divided into frames consisting of a known number of time slots, and frames can be further organized into epochs.",WO
567,24.49467,-5.1736507,12,2006,"A new and distinct cultivar of  Veronica  plant named ‘Pink Eveline’, characterized by its upright plant habit; freely flowering habit; dark pink-colored flowers; and good garden performance.",US
568,48.67826,13.073659,11,2020,These water-absorbent resin particles have a fluctuation in friction coefficient of 0.08 or more which is determined by a method including the following steps (4) and (5). (4) A tissue paper is placed on water-absorbent resin particles attached to an adhesive surface to cover all the water-absorbent resin particles. (5) The friction coefficient of the tissue paper surface is continuously determined along a straight line of 20 mm or longer by moving a probe having a piano wire as a contactor while pressing the probe against the surface opposite to the water-absorbent resin particles of the tissue paper.,WO
569,12.7179985,-36.958115,11,2011,"A high-performance carbonate electrolyte for use in a molten carbonate fuel cell comprising a cathode electrode, an anode electrode, an electrolyte matrix and at least a cathode current collector abutting said cathode electrode, the high- performance carbonate electrolyte comprising: a first carbonate electrolyte stored in at least the cathode electrode of the molten carbonate fuel cell comprising a mixture of eutectic Li/Na carbonate electrolyte doped with one or more additive materials and one or more lithium precursors, wherein the additive materials include one or more of Rb 2 C0 3 , Cs 2 C0 3 , BaC0 3 , La20 3 , Bi 2 03, Ta 2 0 5  and mixtures thereof, and a second carbonate electrolyte stored in at least the cathode current collector, the second carbonate electrolyte having a composition that is the same or different from the first carbonate electrolyte.",WO
570,-46.158615,11.181366,9,2012,"Methods and devices are disclosed for assisting a driver of a first vehicle where a second vehicle is detected by a sensor of the first vehicle and a driver of the first vehicle is informed that the second vehicle is at the side of the first vehicle when the second vehicle leaves an area monitored by the sensor, the area monitored by the sensor being an area behind the first vehicle.",US
571,5.3719463,-57.048386,4,2019,"A display panel and a display device, the display panel comprising: a substrate (21); a first metal layer (22), positioned on the substrate (21), and patterned to form a transistor gate electrode (25); an interlayer insulation layer (23); a second metal layer (24), positioned on the side of the interlayer insulation layer (23) away from the first metal layer (22), and patterned to form an electrode plate (26). The electrode plate (26) and the gate electrode (25) overlap in order to constitute a first polar plate and a second polar plate of a storage capacitor (28). A charging element (27) is provided on at least one polar plate of the storage capacitor (28), the charging element (27) being used to charge the storage capacitor (28). By means of the provision of a charging element (27), a storage capacitor (28) is charged when the storage capacitor (28) has been discharged, allowing the electric charge of the storage capacitor (28) to become stable or remain stable, thus ensuring a constant supply of voltage from the storage capacitor (28) to driving transistors (122, 222), thereby causing the luminance of pixels to not be distorted.",WO
572,-54.932697,14.010799,9,2013,"An energy assist system selection support device for supporting the selection of an energy assist system that includes a step-up and step-down chopper unit, an electricity storage unit, and a motor and drives a machine, the energy assist system selection support device comprising: an operation pattern generation unit for generating an operation pattern that factors in an electromechanical configuration; a load pattern generation unit for generating a load pattern pertaining to power consumption in accordance with the generated operation pattern; a data processing unit evaluating the characteristics of the energy assist system to which the generated operation pattern was applied while comparing the characteristics of the energy assist system with a limit value in accordance with the generated load pattern, and generating configuration information including the number of each unit in the energy assist system in accordance with the evaluation results; and a layout unit for laying out each unit in the energy assist system in a virtual space and displaying the result on a display screen in accordance with the generated configuration information.",WO
573,8.136025,-13.550287,6,2012,"The invention relates to a puncturing device (1) for removing organic samples such as an ovum for in vitro fertilization, with a puncturing cannula (2) tapering to form a needle tip (3), the lumen of said puncturing cannula (2) being designed as a suction channel (5); and with a rinsing line (6) for supplying a rinsing agent, a single-lumen puncturing area (A) being formed adjacent to the needle tip (3) of the puncturing cannula (2), said single-lumen area being adjoined, starting from a connection point (7) in which the rinsing line (6) is fluid-tightly fixed to the puncturing cannula (2), by a double-lumen area (B), at least one passage opening (9) into the suction channel (5) of the puncturing cannula (2) being provided at the distal end of the rinsing line (6). According to the invention, the puncturing cannula (2) has a smaller diameter in the puncturing area (A) than in the proximally adjoining double-lumen area (B), the at least one passage opening (9) being arranged at the distal end of the double-lumen area (B).",WO
574,49.06016,-9.538405,11,2012,"The present invention addresses the problem of providing a resin composition for forming receiving layers, which is capable of forming a receiving layer that is capable of supporting a fluid such as an ink, exhibits excellent adhesion to various supporting bodies, and has excellent printability without causing bleeding of a fluid such as an ink. The present invention relates to a resin composition for forming receiving layers, which contains a urethane resin (A), a vinyl polymer (B) and an aqueous medium (C), and which is characterized in that the urethane resin (A) has a hydrophilic group and from 2,000 mmol/kg to 5,500 mmol/kg of an aliphatic cyclic structure relative to the total amount of the urethane resin (A).",WO
575,52.125698,-39.113853,12,2007,"Lymphotoxin (LT) is used to sensitize tumor cells of epidermis source to chemotherapeutic drugs. Administration of LT along with chemotherapy has obvious synergic action for killing effect of tumor cells of epidermis source. The tumor is selected from the group consisting of non-cellule lung cancer, breast cancer, laryngocarcinoma, colorectal cancer, carcinoma of uterine cervix, melanoma and gastric cancer. The chemotherapeutic drug is selected from the group consisting of platinum type medicine, anthracene nucleus type medicine, 5-Fluorouracil (5-FU), mitomycin, and any combination thereof.",WO
576,11.542766,-42.533623,4,2019,The present invention provides a semiconductor film which has extremely few crystal defects. This semiconductor film has a corundum crystal structure that is configured of α-Ga 2 O 3  or an α-Ga 2 O 3  solid solution; and at least one surface of this semiconductor film has a crystal defect density of 1.0 × 10 6 /cm 2  or less.,WO
577,47.517887,-10.181082,11,2005,"The present invention provides a solid particulate laundry detergent composition comprising: (a) from 2wt% to 20wt% clay; and (b) from 0.5wt% to 10wt% polydimethylsiloxane; and (c) from 0.1wt% to 5wt% flocculating component; and (d) from 5wt% to 25wt% anionic detersive surfactant; and (e) from 1wt% to 22wt% zeolite; and (f) from 12wt% to 30wt% carbonate, wherein the clay and polydimethylsiloxane are present together in the composition in the form of a co-particulate admixture.",WO
578,17.964436,36.812347,6,2012,"The invention relates to a heat exchanger (100) for a vehicle. The heat exchanger (100) has at least one tube (105) for conducting fluid from a first end to a second end of the tube (105). The heat exchanger (100) also has a first collecting element (110) with at least one recess (112) for receiving the first end of the at least one tube (105). The heat exchanger (100) additionally has a second collecting element (120) with at least one recess (122) for receiving the second end of the at least one tube (105). The heat exchanger (100) further has a covering element (130) that is connected or can be connected to the first collecting element (110) and to the second collecting element (120). The covering element (130) and the first collecting element (110) are designed to surround a first fluid collecting region around the first end of the tube (105). Furthermore, the covering element (130) and the second collecting element (120) are designed to surround a second fluid collecting region around the second end of the tube (105).",WO
579,47.257366,-1.1115689,12,2019,"A liquid dispersion of a protein template according to the present embodiment comprises a protein template in which at least two types of heterogeneous metal ions or alloy nanoparticles are encapsulated and a solvent in which the protein template is dispersed, and the alloy nanoparticles are obtained by removing the protein template. A method for producing a liquid dispersion of a protein template according to the present embodiment comprises the steps of: adding a protein template to a solution having heterogeneous metal ions dissolved therein to introduce the metal ions into the protein template; and separating between the protein template and metal ions that are not incorporated in the protein template. A method for producing alloy nanoparticles according to the present embodiment comprises the step of subjecting a liquid dispersion of a protein template having heterogeneous metal ions encapsulated therein to a heat treatment under a reducing atmosphere to remove the protein template. A method for producing alloy nanoparticles according to the present embodiment comprises the step of subjecting a liquid dispersion of a protein template having alloy nanoparticles encapsulated therein to a heat treatment, an ultraviolet ray treatment, a radioactive ray treatment or a plasma treatment to remove the protein template.",WO
580,11.031284,-62.281982,4,1993,"In a wear-resistant, fibre-reinforced floor covering (1) with a substrate (7) and a layer of cork (2) and a binder (3) thereon, the layer of cork (2) and the binder (3) is arranged between the substrate (7) and a covering layer (6) and the three layers are bonded together by means of needled fibres (4), with the cork (2) in particle form. In order to produce this wear-resistant, fibre-reinforced floor covering, a core layer of cork particles is laid on a substrate, a covering layer is laid on the cork layer lying on the substrate, the three layers are needled together by retaining fibres taken from the covering layer and/or the substrate through the core layer containing cork particles through which they can be passed and, after needling, the floor covering is impregnated with a binder. This provides a floor covering suitable as a substitute for linoleum and which can, however, be made more elastic than linoleum.",WO
581,-29.13828,46.82004,13,2021,"A method for dynamic switch of a default data subscription and related products are provided. The method for dynamic switch of a default data subscription includes the following. For each ofmultiple subscriber identity module (SIM) cards of an electronic device, signal parameter information of each of at least one available radio access technology (RAT) is detected., to obtain multiple scoresobtainedbased on the signal parameterinformation of each of at least one available RAT. A default data subscription (DDS) of the electronic device is switched to a target RAT of a target SIM card according to the multiple scores, wherein the target SIM card is one of the multipleSIM cards. By means of implementations of the present disclosure, the DDS of the electronic device can be switched automatically and accurately.",WO
582,4.8390956,-6.513763,6,2017,"Embodiments of the invention provide a piston assembly for a control valve in a water softener system. The control valve includes a drive mechanism,, one or more fluid passageways, and a seal assembly. The piston assembly includes a main piston moveably received withiii the seal assembly and including a first end and a second end opposite to the first end, and a shuttle piston moveably received within the seal assembly. The shuttle piston includes a first end and a second end opposite to the first end, and is configured to selectively engage the second end of the main piston to form a seal therebetween and to selectively move relative to the second end of the main piston to form an opening between the second end of the main piston and the first end of the shuttle piston, in response to movement of the main piston.",WO
583,-25.431602,-44.04579,6,2005,A collapsible compost container is provided. The container has a hollow tubular body comprised of a flexible and breathable synthetic textile. Rigid first and second open end rims at opposite ends of the tubular body are connected by a helical spring that biases the open end rims away from each other so as to extend the tubular body of the compost container.,WO
584,-41.258762,69.05046,13,2007,"A computer implemented method, system and program product for automatic fault classification. A set of abnormal data can be automatically grouped based on sensor contribution to a prediction error. A principal component analysis (PCA) model of normal behavior can then be applied to a set of newly generated data, in response to automatically grouping the set of abnormal data based on the sensor contribution to the prediction error. Data points can then be identified, which are indicative of abnormal behavior. Such an identification step can occur in response to applying the principal component analysis mode of normal behavior to the set of newly generated data in order to cluster and classify the data points in order to automatically classify one or more faults thereof. The data points are automatically clustered, in order to identify a set of similar events, in response to identifying the data points indicative of abnormal behavior.",WO
585,-16.920277,-28.312002,6,2013,"A belt retractor casing shell having a cup-shaped configuration comprises a front wall ( 14 ) as well as a circumferential wall ( 16 ) extending from the front wall ( 14 ), the front wall ( 14 ) including an annular zone ( 44 ) weakened vis-à-vis the radially inside and/or outside adjacent portion around a center ( 42 ).",US
586,-0.34222272,-9.801227,6,2021,"A movable support assembly used between a base plate (3) and a heat exchanger (2) of an air conditioner. The movable support assembly comprises a support component (41) and a support protrusion (42). The support component (41) is provided with a support part (412) and a movable part, wherein the support part (412) is a plane, the heat exchanger (2) is pressed against the support part (412), and the base plate (3) is provided with the support protrusion (42); and the movable part is provided with an arc-shaped recess (413), the support protrusion (42) is provided with an arc-shaped protruding part (422), the arc-shaped protruding part (422) matches the arc-shaped recess (413), and the arc-shaped recess (413) is movably pressed against the arc-shaped protruding part (422).",WO
587,41.313404,-28.01046,1,2012,"The present invention relates to novel peptides derivable from the polypeptide chaperonin 60.1 and to their use in medicine, such as for the prevention and/or treatment of inflammatory conditions.",WO
588,-49.56632,-4.0941267,2,2010,"The invention relates to an adaptive method for calibrating the offset of comparators in analog-to-digital converters (ADCs). The technique used enables the effective threshold voltage or transition of the comparators to be adjusted by means of a low-cost digital control, without affecting the natural path of the signal, and therefore without interrupting the A/D conversion of the analog input. Said method is therefore a concurrent calibration technique.",WO
589,-60.078556,6.594731,9,2004,"A node for an optical communication network comprises at least one switching unit (2), a plurality of optical interfaces (1) for connecting to a WDM transmission line (3), which comprise a demultiplexer (4) for disassembling a multiplex signal arriving from a WDM transmission line (3) into a plurality of input channels (8), each of which is supplied to an input port of the switching unit (2), and a multiplexer (5) for assembling a plurality of output channels (11), each originating from an out-put port of the switching unit (2), into an outgoing multiplex signal, and at least one transponder (6) for adding an information signal to and dropping it from the communication network, respectively. Input and output branching means (7) between each interface (1) and the switching unit (2) on the path of the input and output channels (8, 11), respectively, are adapted to supply an input channel (8) to the switching unit (2) or to the transponder (6), or to supply an output channel (11) from the interface to the switching unit (2) or the transponder (6).",WO
590,32.420464,5.7607107,11,2007,A I-III-VI semiconductor nanocrystal composition and method of making same. A water-stable I-III-VI semiconductor nanocrystal complex and method of making same is also provided. A substantially monodisperse population of I-III-VI semiconductor nanocrystal compositions and water-stable I-III-VI semiconductor complexes are further provided.,WO
591,-25.633783,-53.099308,6,2000,"A tensioner device (14) installed on an engine (1), comprising a support member (16), a blade shoe (17) in sliding contact with a timing chain (11) and having a base end part (17a) held by a cylinder block (3) and a top end part (17b) supported by the support member (16), and a leaf spring (18) supported by the blade shoe (17) and pressing the blade shoe (17) against the timing chain (11) by the elastic force thereof, wherein the support member (16) is formed integrally with the cylinder block (3), and the top end part (17b) is supported slidably in contact with a guide surface (16a) formed on the support member (16).",WO
592,-45.80355,-32.546654,8,2009,"There is provided a reflector (300) for directing light, and a lighting module (400) for illuminating a desired area. The reflector comprises a plurality of consecutive sections (301, 302). Predetermined acute angles (318) of peripheral lateral surfaces (308) of the sections (301, 302) with respect to an optical central axis (319) of the reflector (300) decrease as aperture areas at second ends (312) increase in the consecutive sections (301, 302).",WO
593,-63.121815,-8.479919,2,2006,An inverter circuit of a full-bridge structure comprising first through fourth switching elements; first through fourth backward diodes connected in parallel with the respective switching elements; a power transformer; a rectifying part for rectifying an output from the secondary side of the power transformer; an output detector for detecting an output from the rectifying part; an error amplifying part for amplifying the error between a signal from the output detector and an output setting signal; a first driving part for controlling the first and second switching elements; a second driving part for outputting drive signals to the third and fourth switching elements; and a driving circuit for sending ON/OFF control signals to the first and second driving parts at different timings.,WO
594,22.452187,16.80109,1,2013,"The invention relates to a method for controlling and/or regulating a volumetric flow rate (formula I) of a bulk product (2) or bulk products, in particular bulk mineral products, waste products, raw products, or materials. A first and a second conveyor (3, 4) are provided. The bulk product (2) is fed to the first conveyor (3), and the conveyor speed (v 1 ) of the first conveyor (3) can be controlled, said bulk product (2) being transported from the first conveyor (3) to the second conveyor (4) and passing a material drop-off edge (5) in the process. The bulk product (2) is fed to a working machine by means of the second conveyor (4), and the bulk product volumetric flow rate (formula I) fed to the working machine is substantially constant. Working machine malfunctions are prevented in particular in that the conveyor speed (v 2 ) of the second conveyor (4) can also be controlled.",WO
595,36.45879,-25.515144,1,1997,"The invention relates to sulfurization of the internucleoside linkages of oligonucleotides. Preferably, the sulfur transfer reagents employed in the method according to the invention are bis(alkoxylthiocarbonyl) tri and tetra sulfides.",WO
596,46.809704,-50.78725,12,2008,"Objective methods for diagnosing hormone-refractory prostate cancer (HRPC) are described herein. In one embodiment, the diagnostic method involves the determining a expression level of HRPC-associated gene that discriminate between HRPC and HSPC. The present invention further provides methods of screening for therapeutic agents useful in the treatment of HRPC, methods of treating HRPC.",WO
597,54.16991,-19.523325,14,2020,"The present invention includes methods for preparing anticoagulant polysaccharides using several non-naturally occurring, engineered sulfotransferase enzymes that are designed to react with aryl sulfate compounds instead of the natural substrate, 3 &#39;-phosphoadenosine 5 &#39;-phosphosulfate, to facilitate sulfo group transfer to polysaccharide sulfo group acceptors. Suitable aryl sulfate compounds include, but are not limited to,  p -nitrophenyl sulfate or 4-nitrocatechol sulfate. Anticoagulant polysaccharides produced by methods of the present invention comprise N-, 3- 0 -, 6-  O -sulfated glucosamine residues and 2- 0  sulfated hexuronic acid residues, have comparable anticoagulant activity compared to commercially-available anticoagulant polysaccharides, and can be utilized to form truncated anticoagulant polysaccharides having a reduced molecular weight.",WO
598,-25.09143,-43.26605,6,2013,"A balloon catheter is characterized by comprising: an expandable balloon (40); a hypotube (31) which extends in the longitudinal direction; tube members (322, 323) which extend in the longitudinal direction, are connected to the proximal end side of the balloon (40) and to the distal end side of the hypotube (31), and are provided on the side surface thereof with a guide wire port (330) through which a guide wire (11) is inserted; an inner tube (324) which has at least a part thereof disposed within the tube members (322, 323) at a position between the balloon (40) and the guide wire port (330) and which has an inner surface having a frictional coefficient lower than that of the tube members (322, 323); and a connection tube (325) which communicates with the inner tube (324), has the proximal side thereof disposed in the vicinity of the guide wire port (330), and has hardness lower than that of the tube members (322, 323).",WO
599,-35.838345,21.418676,5,2000,"An optimum combiner that reduces the amount of interference imposed upon a first base station (102) by transmissions of other base stations within the same communication system. Two antennas (112, 114) are used to receive transmissions within a receiving station (110). A rake receiver is coupled to each antenna (112, 114). By optimally combining the signals that are received by each independent finger of the rake receiver, interference that is correlated between a finger associated with the first antenna (112) and a finger associated with the second antenna (114) can be minimized with respect to the desired signal. Optimum combining requires determination of optimum combining coefficients. A max-ratio combining algorithm may be substituted for the optimal combining algorithm depending upon interference characteristics.",WO
600,4.273779,14.675865,11,2014,"A system for forming a soft magnetic bulk material of a predetermined shape from a magnetic material and a source of insulating material, including a heating device; a deposition device; a support, and a mask configured as a negative of at least a portion of the predetermined shape. The heating device heats the magnetic material to form particles having a softened state and wherein the deposition device deposits successive layers of particles of the magnetic material in the softened state on the support with the mask located between the deposition device and the support. The mask is indexed to a position relative to the support upon deposition of the successive layers. The mask selectively blocks the successive layers of particles of the magnetic material in the softened state from being deposited on the support forming the soft magnetic bulk material of a predetermined shape on the support.",WO
601,-37.664955,58.67948,13,2019,"The method is implemented in a computer system deployed through the internet and interacts with a blockchain (BKC). Document issuers and validators are connected to the system. The method comprises generating a master key (MK) assigned to an issuer, certifying a document (DocData) through a first process (P2) including generating a document persistence key (PK), encrypting document data (CredData) with an encryption algorithm (AES) and an encryption key (KAES) derived (∂) from the master key, the document persistence key and an intermediate key (IK), registering encrypted document data (EncData) in the blockchain, and generating a web address (URL) carrying recovery information of the certified document; reading the document through a second process (P3) accessible to the web address, the second process including recovering the encrypted data in the blockchain and an access to the three keys, decrypting the encrypted data using the encryption key derived from the three keys, and displaying the document; and upon request from a legitimate holder of the document erase the persistence key.",WO
602,17.706478,38.294426,10,2010,A heat exchanger comprises a first plate. A second plate is spaced apart from the first plate and defines a first gap between inner surfaces of the first plate and the second plate in which a first fluid circulates. A major portion of the first gap is free of obstructions. A second fluid contacts an outer surface of the first or second plate for heat exchange with the first fluid. A first peripheral wall on the periphery of the first gap has a curved profile inside the first gap. At least one inlet is radially positioned with respect to the first gap and injects the first fluid in the gap. At least one outlet is centrally positioned in one of the first and the second plate to enable the first fluid to exit the first gap. The first fluid circulates in a swirling flow in the major portion of the first gap.,WO
603,46.09609,8.686681,11,2011,"A method for manufacturing mechanical components made of spheroidal cast iron, characterized in that it comprises the following steps: - providing a casting of a mechanical cast iron component with a percentage of pearlitic structure greater than 70%, having a carbon content comprised between 2.5% and 4.0%, a silicon content comprised between 1.5% and 3.5%, a manganese content comprised between 0.6% and 1.2%, a molybdenum content comprised between 0% and 1%, and a chromium content comprised between 0% and 0.5%; - bringing the cast iron casting with a percentage of pearlitic structure greater than 70% to a temperature that is higher than the upper austenitization temperature (Ac3) for the time required to obtain a fully austenitic structure; - performing a thermal treatment for interrupted quenching in a salt bath, comprising a step of cooling the mechanical components in a salt bath at a cooling rate that is higher than the critical rate and an isothermal holding step at a temperature comprised between 250 °C and 320 °C for a time comprised between 10 minutes and 60 minutes in order to obtain a matrix comprising metastable unsaturated austenite in a percentage comprised between 40% and 90% of the total.",WO
604,-38.0487,13.259413,9,2008,"The invention relates to a method for surface-layer strengthening of bores (16) in a component (10) having at least one metal zone (12), comprising the following steps: disposing a magnetic coil unit (20) in or adjacent to the bore (16) in an established positional relationship relative to one another between the component (10) and the magnetic coil unit (20); introducing high-current/high-voltage pulses into the magnetic coil unit (20) for the purpose of inducting eddy currents in the metal zone (12); and generating one magnetic coil magnetic field and one magnetic field induced by the eddy currents that repel one another, by means of the pulses introduced into the magnetic coil unit (20); effecting a plastically irreversible deformation process and induction of internal stresses in the metal zone (12) by the repelling forces of the magnetic fields acting on the component (10). Preferably, the method is used on a hybrid structural component for aircraft having a metal zone and a composite zone (fiber composite).",WO
605,-52.559475,-38.767586,8,2013,"The purpose of the present invention is to provide an LED light emitting apparatus, which has both the high reliability with respect to connection of the LED elements, and improved light extraction efficiency. This LED light emitting apparatus is characterized in having: a mounting substrate having an element mounting region, in which a reflection layer is formed; a plurality of LED elements mounted in the element mounting region; a pair of facing electrodes, which have gold plating layers formed thereon, respectively, which are provided around the element mounting region, and which are connected to the LED elements by wire bonding; and a sealing frame, which is disposed around the element mounting region so as to cover the pair of facing electrodes. The LED light emitting apparatus is also characterized in that the inner circumference of the sealing frame is provided at a position where the inner circumference of the sealing frame covers the outer circumference of the reflection layer.",WO
606,-40.56064,64.2307,13,2001,"A system and method for transparent determination of call service options in a wireless communications system. The present invention initializes a call as a voice call by default. Detectors are then put in place for detecting tones specific to facsimile and data calls. If a facsimile or data call is detected, the call is renegotiated as a facsimile or data call, respectively. If a facsimile or data call is not detected, the call is maintained as a voice call. The detection of facsimile tones may be performed at the call origination side and at the call termination side. The detection of data tones can only be performed at the call termination side. For detecting facsimile calls, a called tone detector is implemented at the call termination side and a calling tone detector is implemented at the call origination side. The called tone for a facsimile machine is a combination of a 2100 hertz tone followed by a V.21 signal having a 0x7e data pattern or a single V.21 signal having a 0x7e data pattern. The calling tone for a facsimile machine is a pure 1100 hertz tone. For detecting data calls, a called tone detector is implemented at the call termination side. The called tone for a data modem is a combination of a V.25 signal followed by a modem tone, a single V.25 signal, or modem tones.",WO
607,27.786219,4.438442,11,2004,"An improved process and method for lifecycle digital maturity assessment, including process evaluation (125) and ranking (215), and the creation of recommendation (130). The method defines the product lifecycle process stages for the industry being evaluated (105). Next, subdivide each process stage into Key Process Areas (110). Next, rate the subject within each KPA using the Digital Maturity Model (115). Next, compile the subject’s KPA ratings for each lifecycle process stage (120). Next, evaluate the business benefit of improving subject’s digital maturity (125).",WO
608,-22.070608,-21.370987,6,2019,"[Problem] To provide a magnetic sensor capable of reducing 1/f noise by mechanically displacing a magnetic path, without using an MEMS structure requiring a high temperature process. [Solution] This magnetic sensor 1 comprises: a sensor chip 10 that has an element formation surface 11 on which a magnetosensitive element R1 is provided; a magnetism collecting member 24 that is provided separately from the sensor chip 10, and that gives to the magnetosensitive element R1 a magnetic flux that is the detection target; and a piezoelectric structure P that displaces the plane position on the element formation surface of a tip 24a of the magnetism collecting member 24. With this configuration, unlike the MEMS structure, since there is a structure by which the tip of the magnetism collecting member provided separately from the sensor chip is displaced by a drive unit, it is not necessary to perform the high temperature process after formation of the magnetosensitive element. This makes it possible to reduce 1/f noise while preventing characteristic deterioration of the magnetosensitive element due to the high temperature process.",WO
609,41.316372,-28.205185,1,2017,The present invention relates to formulations of radiolabelled compounds that are of use in radiotherapy and diagnostic imaging.,WO
610,-52.196133,35.84772,7,2013,"A video conference is established between a first video device and a second video device. The first video device captures a first participant&#39;s images in the video conference. The first participant&#39;s image is also captured as part of the video conference via the second video device (i.e., there are duplicate images of the first participant&#39;s image being captured). The first participant&#39;s image is detected as being captured by the first video device and the second video device in the video conference. For example, the duplicate images can be determined based on facial recognition. In response to detecting that the first participant&#39;s image is being captured by the first video device and the second video device in the video conference, the process automatically forbears from displaying at least one of the first participant&#39;s image captured by the first and second video devices.",US
611,-49.074978,-2.8786814,2,2008,"The invention relates to a complex proximity safety and warning system. The invention provides a safety system comprising a generator that generates a magnetic field that establishes a boundary, where the generator is capable of receiving radio frequency signals. Also provided is a radio frequency device that sends radio frequency signals, the radio frequency device being capable of sensing the magnetic field and generating a radio frequency response. In the safety system, the generator generates the magnetic field for a first predefined time period, and thereafter senses for a radio frequency response signal from the radio frequency device within a second predefined time period. The invention also provides for shaping safety zones by overlaying magnetic field boundaries to produce a different boundary. The invention also provides for varying the strength of magnetic fields by adjusting a width of a timed pulse.",WO
